1979,0.406
1980,0.413
1981,0.42
1982,0.426
1983,0.429
1984,0.432
1985,0.437
1986,0.442
1987,0.447
1988,0.451
1989,0.455
1990,0.459
1991,0.463
1992,0.467
1993,0.467
1994,0.47
1995,0.472
1996,0.473
1997,0.474
1998,0.478
1999,0.481
2000,0.481
2001,0.48
2002,0.481
2003,0.483
2004,0.483
2005,0.482
2006,0.482
2007,0.484
2008,0.486
2009,0.489
2010,0.491
2011,0.492
2012,0.494
2013,0.496
2014,0.499
2015,0.504
2016,0.507
2017,0.509
2018,0.512
2019,0.516
