1979,0.04
1980,0.042
1981,0.044
1982,0.046
1983,0.048
1984,0.05
1985,0.053
1986,0.056
1987,0.058
1988,0.061
1989,0.063
1990,0.065
1991,0.066
1992,0.067
1993,0.067
1994,0.067
1995,0.067
1996,0.066
1997,0.066
1998,0.066
1999,0.065
2000,0.065
2001,0.064
2002,0.064
2003,0.063
2004,0.063
2005,0.062
2006,0.062
2007,0.061
2008,0.061
2009,0.06
2010,0.06
2011,0.059
2012,0.059
2013,0.058
2014,0.058
2015,0.058
2016,0.057
2017,0.057
2018,0.057
2019,0.057
