1979,0.031
1980,0.034
1981,0.036
1982,0.038
1983,0.041
1984,0.044
1985,0.047
1986,0.049
1987,0.053
1988,0.057
1989,0.061
1990,0.065
1991,0.069
1992,0.072
1993,0.074
1994,0.076
1995,0.077
1996,0.078
1997,0.079
1998,0.08
1999,0.082
2000,0.083
2001,0.085
2002,0.087
2003,0.089
2004,0.09
2005,0.092
2006,0.095
2007,0.098
2008,0.1
2009,0.103
2010,0.106
2011,0.109
2012,0.112
2013,0.114
2014,0.117
2015,0.119
2016,0.122
2017,0.124
2018,0.127
2019,0.129
