1979,0.092
1980,0.097
1981,0.102
1982,0.107
1983,0.113
1984,0.118
1985,0.123
1986,0.129
1987,0.135
1988,0.143
1989,0.149
1990,0.154
1991,0.158
1992,0.162
1993,0.164
1994,0.165
1995,0.168
1996,0.17
1997,0.171
1998,0.172
1999,0.173
2000,0.173
2001,0.174
2002,0.174
2003,0.174
2004,0.174
2005,0.173
2006,0.173
2007,0.172
2008,0.171
2009,0.171
2010,0.169
2011,0.169
2012,0.168
2013,0.167
2014,0.166
2015,0.165
2016,0.164
2017,0.163
2018,0.162
2019,0.161
