1979,0.104
1980,0.104
1981,0.107
1982,0.111
1983,0.113
1984,0.116
1985,0.118
1986,0.121
1987,0.12
1988,0.122
1989,0.126
1990,0.129
1991,0.131
1992,0.133
1993,0.134
1994,0.135
1995,0.136
1996,0.139
1997,0.142
1998,0.144
1999,0.148
2000,0.151
2001,0.153
2002,0.155
2003,0.157
2004,0.159
2005,0.162
2006,0.165
2007,0.167
2008,0.17
2009,0.172
2010,0.175
2011,0.178
2012,0.181
2013,0.183
2014,0.187
2015,0.19
2016,0.193
2017,0.195
2018,0.199
2019,0.202
